577258;The Terrorists of Irustan;Louise Marley;/book/show/577258.The_Terrorists_of_Irustan;4.16;284;2000
1931595;Uller Uprising;H. Beam Piper;/book/show/1931595.Uller_Uprising;3.67;592;1983
19153590;Appointment at the Edge of Forever (The Ryo Myths #1);Perrin Pring;/book/show/19153590-appointment-at-the-edge-of-forever;4.45;31;2013
4381;Fahrenheit 451;Ray Bradbury;/book/show/4381.Fahrenheit_451;3.99;1561805;2004
22093713;Jackboot Britain;Daniel S. Fletcher;/book/show/22093713-jackboot-britain;3.70;94;2014
192526;Conquerors' Heritage (The Conquerors Saga, #2);Timothy Zahn;/book/show/192526.Conquerors_Heritage;3.93;1983;1995
977254;The Compleat Boucher: The Complete Short Science Fiction & Fantasy of Anthony Boucher;Anthony Boucher;/book/show/977254.The_Compleat_Boucher;4.29;35;1999
332400;Shadowline (Starfishers Trilogy, #1);Glen Cook;/book/show/332400.Shadowline;3.74;683;1983
1349541;Lord Of The Stars;Jean Sutton;/book/show/1349541.Lord_Of_The_Stars;3.43;14;1969
156724;The Collected Stories of Philip K. Dick 4: The Minority Report;Philip K. Dick;/book/show/156724.The_Collected_Stories_of_Philip_K_Dick_4;4.19;8502;1996
1243377;The Terminal Beach;J.G. Ballard;/book/show/1243377.The_Terminal_Beach;3.91;1245;1966
219445;The Science Fiction Hall of Fame: Volume III: The Nebula Winners;George W. Proctor;/book/show/219445.The_Science_Fiction_Hall_of_Fame;4.36;197;1982
338325;The High Crusade;Poul Anderson;/book/show/338325.The_High_Crusade;3.89;3434;2003
217533;The Kobayashi Maru (Star Trek: The Original Series, #47);Julia Ecklar;/book/show/217533.The_Kobayashi_Maru;3.90;1830;1989
631518;Adventures in Time & Space;Raymond J. Healy;/book/show/631518.Adventures_in_Time_Space;4.18;274;1978
862311;The Star Rover;Jack London;/book/show/862311.The_Star_Rover;4.26;4920;2003
4036;Burden of Proof (JAG in Space, #2);John G. Hemry;/book/show/4036.Burden_of_Proof;3.99;824;2003
673025;Reap the Wild Wind (Stratification, #1);Julie E. Czerneda;/book/show/673025.Reap_the_Wild_Wind;4.00;803;2007
9969858;Doctor Who: Borrowed Time;Naomi Alderman;/book/show/9969858-doctor-who;3.98;1159;2011
11573;The Dead Zone;Stephen King;/book/show/11573.The_Dead_Zone;3.93;168043;1980
139986;The Snow Queen (The Snow Queen Cycle, #1);Joan D. Vinge;/book/show/139986.The_Snow_Queen;3.95;11632;2001
673023;Survival (Species Imperative, #1);Julie E. Czerneda;/book/show/673023.Survival;3.94;1969;2005
716329;Blue Adept  (Apprentice Adept #2);Piers Anthony;/book/show/716329.Blue_Adept;3.95;13175;1987
1189676;The Nitrogen Fix;Hal Clement;/book/show/1189676.The_Nitrogen_Fix;3.69;159;
